fir_number,timestamp,ps_name,area,lat,lng,incident_type,severity,weapon_involved,reported_to_police,source,hour,day_of_week
SOH/1031/2024,2024-11-29 10:18:18,Sohrab Goth,Sohrab Goth,24.948127,67.050736,mobile_snatching,HIGH,knife,yes,karachi_police_fir,10,Friday
KEM/1020/2024,2024-11-30 10:11:21,Kemari,Kemari,24.838162,66.966962,mobile_snatching,HIGH,knife,yes,karachi_police_fir,10,Saturday
PIR/1019/2024,2024-12-01 13:31:56,Pirabad,Orangi Town,24.928826,66.988405,motorcycle_theft,HIGH,none,yes,karachi_police_fir,13,Sunday
DHA/1006/2024,2024-12-06 10:01:16,DHA Phase 6,DHA Phase 6,24.769155,67.065016,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,10,Friday
KHA/1020/2024,2024-12-07 21:45:40,Kharadar,Saddar,24.850299,66.999534,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,21,Saturday
KAL/1029/2024,2024-12-09 18:12:59,Kalakot,Lyari,24.854725,66.991702,motorcycle_theft,HIGH,none,yes,karachi_police_fir,18,Monday
PIR/1006/2024,2024-12-15 19:00:32,Pirabad,Orangi Town,24.935223,66.983042,motorcycle_theft,HIGH,none,yes,karachi_police_fir,19,Sunday
TEE/1011/2024,2024-12-16 03:07:28,Teen Talwar,Teen Talwar,24.808196,67.025365,motorcycle_theft,HIGH,none,yes,karachi_police_fir,3,Monday
KEM/1001/2024,2024-12-17 13:05:56,Kemari,Kemari,24.844882,66.968497,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,13,Tuesday
GAR/1016/2024,2024-12-20 23:19:19,Garden,Saddar,24.875977,67.019554,motorcycle_theft,HIGH,none,yes,karachi_police_fir,23,Friday
NOR/1015/2024,2024-12-22 13:45:55,North Nazimabad,North Nazimabad,24.941861,67.061035,motorcycle_theft,HIGH,none,yes,karachi_police_fir,13,Sunday
KAL/1025/2024,2024-12-22 22:47:35,Kalakot,Lyari,24.85554,66.996421,mobile_snatching,CRITICAL,none,yes,karachi_police_fir,22,Sunday
LIA/1008/2024,2024-12-23 03:02:14,Liaquatabad,Liaquatabad,24.906428,67.047467,mugging,MEDIUM,blunt_object,yes,karachi_police_fir,3,Monday
PIR/1010/2024,2024-12-24 02:23:14,Pirabad,Orangi Town,24.926483,66.995764,motorcycle_theft,HIGH,none,yes,karachi_police_fir,2,Tuesday
BAL/1017/2024,2024-12-25 15:18:39,Baldia,Baldia Town,24.904622,66.981477,mobile_snatching,HIGH,knife,yes,karachi_police_fir,15,Wednesday
LIA/1017/2024,2024-12-26 02:07:59,Liaquatabad,Liaquatabad,24.893177,67.037937,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,2,Thursday
KOR/1020/2024,2024-12-26 19:14:10,Korangi,Korangi,24.831016,67.108945,mugging,MEDIUM,blunt_object,yes,karachi_police_fir,19,Thursday
ORA/1024/2024,2024-12-29 01:46:55,Orangi 5,Orangi Town,24.939418,67.007358,mobile_snatching,HIGH,knife,yes,karachi_police_fir,1,Sunday
LIA/1016/2024,2024-12-31 16:30:29,Liaquatabad,Liaquatabad,24.899371,67.042545,motorcycle_theft,HIGH,none,yes,karachi_police_fir,16,Tuesday
BAH/1006/2025,2025-01-01 05:39:39,Bahria Town,Bahria Town,24.861515,67.259122,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,5,Wednesday
ARA/1006/2025,2025-01-03 02:09:21,Arambagh,Saddar,24.85957,67.00499,mugging,MEDIUM,knife,yes,karachi_police_fir,2,Friday
LAN/1013/2025,2025-01-03 15:32:53,Landhi,Landhi,24.851874,67.166591,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,15,Friday
NAP/1013/2025,2025-01-03 17:44:56,Napier,Saddar,24.869525,67.006443,motorcycle_theft,HIGH,none,yes,karachi_police_fir,17,Friday
SOH/1025/2025,2025-01-05 05:48:18,Sohrab Goth,Sohrab Goth,24.946156,67.052695,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,5,Sunday
NEW/1032/2025,2025-01-05 22:18:20,New Karachi,New Karachi,24.973708,67.064715,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,22,Sunday
FER/1016/2025,2025-01-06 17:48:58,Ferozabad,Gulshan-e-Iqbal,24.927371,67.094188,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,17,Monday
LIA/1009/2025,2025-01-06 22:40:30,Liaquatabad,Liaquatabad,24.901035,67.035665,motorcycle_theft,HIGH,none,yes,karachi_police_fir,22,Monday
FER/1014/2025,2025-01-08 20:08:29,Ferozabad,Gulshan-e-Iqbal,24.926047,67.097167,motorcycle_theft,HIGH,none,yes,karachi_police_fir,20,Wednesday
MOM/1042/2025,2025-01-10 14:20:58,Mominabad,Orangi Town,24.944199,66.996926,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,14,Friday
LAN/1012/2025,2025-01-11 17:56:08,Landhi,Landhi,24.859846,67.175845,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,17,Saturday
MOM/1025/2025,2025-01-13 13:59:45,Mominabad,Orangi Town,24.944952,67.001501,mobile_snatching,HIGH,knife,yes,karachi_police_fir,13,Monday
BAG/1027/2025,2025-01-17 21:50:36,Baghdadi,Lyari,24.862249,66.997772,mobile_snatching,CRITICAL,none,yes,karachi_police_fir,21,Friday
NEW/1019/2025,2025-01-19 18:36:45,New Karachi,New Karachi,24.960665,67.060492,robbery,HIGH,firearm,yes,karachi_police_fir,18,Sunday
ARA/1019/2025,2025-01-21 00:55:57,Arambagh,Saddar,24.858984,67.015096,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,0,Tuesday
BAG/1001/2025,2025-01-23 01:37:29,Baghdadi,Lyari,24.86112,66.993749,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Thursday
NEW/1022/2025,2025-01-23 03:36:38,New Karachi,New Karachi,24.971711,67.062547,mobile_snatching,HIGH,knife,yes,karachi_police_fir,3,Thursday
PAK/1001/2025,2025-01-23 14:40:11,Pak Colony,Pak Colony,24.912084,66.995999,motorcycle_theft,HIGH,none,yes,karachi_police_fir,14,Thursday
BAG/1006/2025,2025-01-25 17:55:11,Baghdadi,Lyari,24.859757,66.998705,mobile_snatching,HIGH,knife,yes,karachi_police_fir,17,Saturday
NAP/1026/2025,2025-01-26 22:21:49,Napier,Saddar,24.869735,67.007085,motorcycle_theft,HIGH,none,yes,karachi_police_fir,22,Sunday
BAH/1005/2025,2025-01-29 11:38:18,Bahria Town,Bahria Town,24.86204,67.251864,motorcycle_theft,HIGH,none,yes,karachi_police_fir,11,Wednesday
BAG/1012/2025,2025-02-01 01:20:32,Baghdadi,Lyari,24.857115,66.999349,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Saturday
SOH/1042/2025,2025-02-02 00:40:22,Sohrab Goth,Sohrab Goth,24.959277,67.054633,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Sunday
SOH/1011/2025,2025-02-03 02:10:15,Sohrab Goth,Sohrab Goth,24.957011,67.047554,motorcycle_theft,HIGH,none,yes,karachi_police_fir,2,Monday
TEE/1030/2025,2025-02-03 21:39:28,Teen Talwar,Teen Talwar,24.814276,67.026405,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,21,Monday
KAL/1002/2025,2025-02-07 19:45:13,Kalakot,Lyari,24.856807,66.996647,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,19,Friday
NEW/1025/2025,2025-02-09 20:15:18,New Karachi,New Karachi,24.962729,67.063743,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,20,Sunday
MOM/1010/2025,2025-02-11 02:56:15,Mominabad,Orangi Town,24.934972,66.994367,motorcycle_theft,HIGH,none,yes,karachi_police_fir,2,Tuesday
BAL/1005/2025,2025-02-13 15:24:33,Baldia,Baldia Town,24.895175,66.991009,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,15,Thursday
BAG/1003/2025,2025-02-15 22:11:27,Baghdadi,Lyari,24.850034,66.994316,mobile_snatching,CRITICAL,firearm,yes,karachi_police_fir,22,Saturday
DHA/1007/2025,2025-02-16 16:22:26,DHA Phase 4,DHA Phase 4,24.797606,67.068911,vehicle_hijacking,HIGH,knife,yes,karachi_police_fir,16,Sunday
SOH/1017/2025,2025-02-16 18:45:12,Sohrab Goth,Sohrab Goth,24.952031,67.050776,mobile_snatching,HIGH,knife,yes,karachi_police_fir,18,Sunday
SOH/1008/2025,2025-02-20 22:26:52,Sohrab Goth,Sohrab Goth,24.956197,67.054541,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,22,Thursday
KOR/1005/2025,2025-02-21 21:38:16,Korangi,Korangi,24.837914,67.118423,motorcycle_theft,HIGH,none,yes,karachi_police_fir,21,Friday
MOM/1012/2025,2025-02-23 10:58:25,Mominabad,Orangi Town,24.935329,66.993546,mugging,MEDIUM,none,yes,karachi_police_fir,10,Sunday
NEW/1009/2025,2025-02-24 01:40:00,New Karachi,New Karachi,24.968483,67.063035,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Monday
KHA/1012/2025,2025-02-26 16:07:36,Kharadar,Saddar,24.859263,67.007424,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,16,Wednesday
NOR/1022/2025,2025-02-26 23:59:13,North Nazimabad,North Nazimabad,24.941579,67.064574,motorcycle_theft,HIGH,none,yes,karachi_police_fir,23,Wednesday
PAK/1009/2025,2025-02-27 12:31:21,Pak Colony,Pak Colony,24.902721,66.994333,motorcycle_theft,HIGH,none,yes,karachi_police_fir,12,Thursday
SOH/1012/2025,2025-02-27 18:10:12,Sohrab Goth,Sohrab Goth,24.960598,67.058109,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,18,Thursday
NOR/1028/2025,2025-02-28 16:31:45,North Nazimabad,North Nazimabad,24.953937,67.057018,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,16,Friday
BAG/1010/2025,2025-03-03 02:34:11,Baghdadi,Lyari,24.856632,67.000743,mobile_snatching,HIGH,knife,yes,karachi_police_fir,2,Monday
PAK/1018/2025,2025-03-04 01:00:13,Pak Colony,Pak Colony,24.904015,66.988768,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,1,Tuesday
CLI/1019/2025,2025-03-05 08:41:13,Clifton,Clifton,24.807831,67.029606,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,8,Wednesday
KEM/1019/2025,2025-03-06 12:42:56,Kemari,Kemari,24.837175,66.965249,carjacking,HIGH,knife,yes,karachi_police_fir,12,Thursday
ARA/1023/2025,2025-03-09 20:07:02,Arambagh,Saddar,24.85766,67.008555,mobile_snatching,HIGH,knife,yes,karachi_police_fir,20,Sunday
KOR/1018/2025,2025-03-15 11:21:07,Korangi,Korangi,24.833256,67.112778,mobile_snatching,HIGH,none,yes,karachi_police_fir,11,Saturday
TEE/1022/2025,2025-03-16 04:09:42,Teen Talwar,Teen Talwar,24.807819,67.029498,motorcycle_theft,HIGH,none,yes,karachi_police_fir,4,Sunday
MOM/1040/2025,2025-03-19 03:08:06,Mominabad,Orangi Town,24.928572,66.998854,motorcycle_theft,HIGH,none,yes,karachi_police_fir,3,Wednesday
GAR/1007/2025,2025-03-23 23:13:27,Garden,Saddar,24.873714,67.024032,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,23,Sunday
NEW/1016/2025,2025-03-24 17:43:47,New Karachi,New Karachi,24.973174,67.070506,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,17,Monday
SUR/1034/2025,2025-03-28 01:39:46,Surjani,Surjani Town,24.992763,67.039121,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Friday
MOM/1005/2025,2025-03-29 00:31:37,Mominabad,Orangi Town,24.937511,66.987359,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,0,Saturday
SOH/1032/2025,2025-04-01 14:48:05,Sohrab Goth,Sohrab Goth,24.960165,67.06232,robbery,HIGH,knife,yes,karachi_police_fir,14,Tuesday
BAL/1014/2025,2025-04-01 17:27:30,Baldia,Baldia Town,24.906649,66.975179,robbery,HIGH,blunt_object,yes,karachi_police_fir,17,Tuesday
GUL/1020/2025,2025-04-02 03:38:39,Gulberg,Gulberg,24.920022,67.090657,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,3,Wednesday
GUL/1014/2025,2025-04-06 19:13:09,Gulshan Iqbal,Gulshan-e-Iqbal,24.929564,67.106465,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,19,Sunday
TEE/1034/2025,2025-04-07 07:44:27,Teen Talwar,Teen Talwar,24.805121,67.023024,motorcycle_theft,HIGH,none,yes,karachi_police_fir,7,Monday
NAP/1016/2025,2025-04-09 13:16:04,Napier,Saddar,24.867689,67.011352,motorcycle_theft,HIGH,none,yes,karachi_police_fir,13,Wednesday
MOM/1030/2025,2025-04-10 21:35:37,Mominabad,Orangi Town,24.941366,66.994697,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,21,Thursday
LIA/1005/2025,2025-04-16 12:31:20,Liaquatabad,Liaquatabad,24.903221,67.040513,mobile_snatching,HIGH,knife,yes,karachi_police_fir,12,Wednesday
KAL/1016/2025,2025-04-17 21:57:59,Kalakot,Lyari,24.851132,67.000705,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,21,Thursday
MOM/1014/2025,2025-04-19 14:35:13,Mominabad,Orangi Town,24.92793,66.99573,mobile_snatching,HIGH,none,yes,karachi_police_fir,14,Saturday
MOM/1008/2025,2025-04-19 20:33:34,Mominabad,Orangi Town,24.945849,66.996911,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,20,Saturday
NAP/1005/2025,2025-04-23 08:16:17,Napier,Saddar,24.862645,67.01121,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,8,Wednesday
LIA/1023/2025,2025-04-23 17:21:11,Liaquatabad,Liaquatabad,24.893532,67.041456,motorcycle_theft,HIGH,none,yes,karachi_police_fir,17,Wednesday
ORA/1025/2025,2025-04-23 18:41:07,Orangi 5,Orangi Town,24.946918,67.004497,car_theft,MEDIUM,blunt_object,yes,karachi_police_fir,18,Wednesday
BAG/1030/2025,2025-04-23 20:34:49,Baghdadi,Lyari,24.860526,66.988104,mobile_snatching,CRITICAL,firearm,yes,karachi_police_fir,20,Wednesday
DHA/1003/2025,2025-04-24 17:04:40,DHA Phase 4,DHA Phase 4,24.792259,67.075057,motorcycle_theft,HIGH,none,yes,karachi_police_fir,17,Thursday
SOH/1041/2025,2025-04-26 19:54:02,Sohrab Goth,Sohrab Goth,24.955045,67.047251,mobile_snatching,HIGH,knife,yes,karachi_police_fir,19,Saturday
ORA/1007/2025,2025-04-28 12:33:23,Orangi 5,Orangi Town,24.944399,66.99535,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,12,Monday
PIR/1022/2025,2025-04-28 23:23:40,Pirabad,Orangi Town,24.931244,66.99409,mobile_snatching,CRITICAL,knife,yes,karachi_police_fir,23,Monday
NEW/1012/2025,2025-04-29 17:29:04,New Karachi,New Karachi,24.968481,67.071567,motorcycle_theft,HIGH,none,yes,karachi_police_fir,17,Tuesday
ARA/1014/2025,2025-04-29 17:56:32,Arambagh,Saddar,24.863551,67.007124,robbery,HIGH,knife,yes,karachi_police_fir,17,Tuesday
NOR/1018/2025,2025-04-30 17:36:05,North Nazimabad,North Nazimabad,24.952185,67.065117,house_burglary,MEDIUM,knife,yes,karachi_police_fir,17,Wednesday
PIR/1030/2025,2025-04-30 18:26:16,Pirabad,Orangi Town,24.932574,66.982661,motorcycle_theft,HIGH,none,yes,karachi_police_fir,18,Wednesday
TEE/1035/2025,2025-04-30 20:33:32,Teen Talwar,Teen Talwar,24.805924,67.031944,mobile_snatching,CRITICAL,firearm,yes,karachi_police_fir,20,Wednesday
NEW/1029/2025,2025-05-01 18:00:20,New Karachi,New Karachi,24.976885,67.076583,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,18,Thursday
KOR/1024/2025,2025-05-04 19:43:34,Korangi,Korangi,24.824342,67.10449,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,19,Sunday
CLI/1005/2025,2025-05-06 02:59:55,Clifton,Clifton,24.806886,67.028983,motorcycle_theft,HIGH,none,yes,karachi_police_fir,2,Tuesday
PIR/1039/2025,2025-05-09 20:20:38,Pirabad,Orangi Town,24.92406,66.987564,motorcycle_theft,CRITICAL,knife,yes,karachi_police_fir,20,Friday
NAP/1030/2025,2025-05-10 16:03:56,Napier,Saddar,24.866165,67.012349,motorcycle_theft,HIGH,none,yes,karachi_police_fir,16,Saturday
KHA/1002/2025,2025-05-14 15:59:34,Kharadar,Saddar,24.85358,67.003792,motorcycle_theft,HIGH,none,yes,karachi_police_fir,15,Wednesday
LIA/1022/2025,2025-05-15 21:10:43,Liaquatabad,Liaquatabad,24.904605,67.045127,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,21,Thursday
KAL/1013/2025,2025-05-15 22:54:39,Kalakot,Lyari,24.856083,66.991289,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,22,Thursday
ARA/1020/2025,2025-05-16 00:32:13,Arambagh,Saddar,24.859841,67.00784,motorcycle_theft,HIGH,none,yes,karachi_police_fir,0,Friday
PAK/1003/2025,2025-05-19 02:30:23,Pak Colony,Pak Colony,24.910216,66.995447,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,2,Monday
BAG/1015/2025,2025-05-19 03:36:36,Baghdadi,Lyari,24.858751,66.990478,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,3,Monday
NOR/1027/2025,2025-05-19 18:50:52,North Nazimabad,North Nazimabad,24.958973,67.055283,motorcycle_theft,HIGH,none,yes,karachi_police_fir,18,Monday
KEM/1004/2025,2025-05-20 17:59:06,Kemari,Kemari,24.8414,66.965272,motorcycle_theft,HIGH,none,yes,karachi_police_fir,17,Tuesday
GUL/1027/2025,2025-05-20 20:35:57,Gulshan Iqbal,Gulshan-e-Iqbal,24.93115,67.104462,motorcycle_theft,HIGH,none,yes,karachi_police_fir,20,Tuesday
BAL/1009/2025,2025-05-23 12:54:32,Baldia,Baldia Town,24.897974,66.978251,motorcycle_theft,HIGH,none,yes,karachi_police_fir,12,Friday
KAL/1034/2025,2025-05-24 20:21:49,Kalakot,Lyari,24.855371,66.990937,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,20,Saturday
KOR/1015/2025,2025-05-25 20:39:58,Korangi,Korangi,24.820328,67.102,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,20,Sunday
NEW/1023/2025,2025-05-27 02:24:38,New Karachi,New Karachi,24.979826,67.079245,mobile_snatching,HIGH,knife,yes,karachi_police_fir,2,Tuesday
BAL/1025/2025,2025-05-31 03:50:25,Baldia,Baldia Town,24.898152,66.982318,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,3,Saturday
LAN/1019/2025,2025-06-01 16:55:38,Landhi,Landhi,24.857461,67.172705,motorcycle_theft,HIGH,none,yes,karachi_police_fir,16,Sunday
BAG/1026/2025,2025-06-02 20:59:49,Baghdadi,Lyari,24.862158,66.986922,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,20,Monday
PAK/1006/2025,2025-06-03 12:40:52,Pak Colony,Pak Colony,24.903236,66.990278,motorcycle_theft,HIGH,none,yes,karachi_police_fir,12,Tuesday
KEM/1010/2025,2025-06-04 14:49:11,Kemari,Kemari,24.836112,66.97008,motorcycle_theft,HIGH,none,yes,karachi_police_fir,14,Wednesday
SOH/1030/2025,2025-06-06 13:29:50,Sohrab Goth,Sohrab Goth,24.960997,67.056234,robbery,HIGH,blunt_object,yes,karachi_police_fir,13,Friday
MOM/1017/2025,2025-06-08 01:46:03,Mominabad,Orangi Town,24.931456,66.987612,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Sunday
MAL/1015/2025,2025-06-08 06:10:49,Malir,Malir,24.896893,67.199884,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,6,Sunday
GUL/1022/2025,2025-06-09 16:45:46,Gulshan Iqbal,Gulshan-e-Iqbal,24.930269,67.108971,motorcycle_theft,HIGH,none,yes,karachi_police_fir,16,Monday
GAR/1006/2025,2025-06-10 22:27:47,Garden,Saddar,24.864533,67.0256,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,22,Tuesday
KOR/1028/2025,2025-06-11 04:58:22,Korangi,Korangi,24.836639,67.107618,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,4,Wednesday
NEW/1015/2025,2025-06-17 01:51:13,New Karachi,New Karachi,24.968774,67.066573,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Tuesday
PIR/1043/2025,2025-06-18 02:07:45,Pirabad,Orangi Town,24.930917,66.99654,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,2,Wednesday
GUL/1006/2025,2025-06-20 10:31:19,Gulshan Iqbal,Gulshan-e-Iqbal,24.939765,67.114224,motorcycle_theft,HIGH,none,yes,karachi_police_fir,10,Friday
NAP/1007/2025,2025-06-20 13:13:13,Napier,Saddar,24.866683,67.011491,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,13,Friday
GUL/1014/2025,2025-06-24 13:38:30,Gulberg,Gulberg,24.92026,67.079353,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,13,Tuesday
KEM/1025/2025,2025-06-26 00:09:48,Kemari,Kemari,24.840357,66.969549,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,0,Thursday
SUR/1030/2025,2025-06-28 20:18:53,Surjani,Surjani Town,24.992112,67.041955,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,20,Saturday
KAL/1040/2025,2025-06-30 23:36:26,Kalakot,Lyari,24.858986,66.999828,vehicle_hijacking,CRITICAL,knife,yes,karachi_police_fir,23,Monday
SUR/1022/2025,2025-07-01 04:52:19,Surjani,Surjani Town,24.999519,67.045801,motorcycle_theft,HIGH,none,yes,karachi_police_fir,4,Tuesday
LIA/1014/2025,2025-07-08 14:48:11,Liaquatabad,Liaquatabad,24.89833,67.04084,kidnapping,CRITICAL,knife,yes,karachi_police_fir,14,Tuesday
SOH/1007/2025,2025-07-08 21:24:13,Sohrab Goth,Sohrab Goth,24.954944,67.04862,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,21,Tuesday
KOR/1009/2025,2025-07-08 21:50:29,Korangi,Korangi,24.839334,67.110655,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,21,Tuesday
ARA/1009/2025,2025-07-10 14:58:11,Arambagh,Saddar,24.864495,67.013324,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,14,Thursday
NAP/1029/2025,2025-07-10 23:26:33,Napier,Saddar,24.861981,67.010212,motorcycle_theft,HIGH,none,yes,karachi_police_fir,23,Thursday
PIR/1029/2025,2025-07-16 16:15:55,Pirabad,Orangi Town,24.931479,66.986045,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,16,Wednesday
ORA/1037/2025,2025-07-16 23:49:24,Orangi 5,Orangi Town,24.945886,67.005056,mugging,MEDIUM,knife,yes,karachi_police_fir,23,Wednesday
LAN/1014/2025,2025-07-18 17:44:52,Landhi,Landhi,24.864261,67.179648,mugging,MEDIUM,blunt_object,yes,karachi_police_fir,17,Friday
NEW/1014/2025,2025-07-20 17:50:51,New Karachi,New Karachi,24.974157,67.077581,motorcycle_theft,HIGH,none,yes,karachi_police_fir,17,Sunday
BAG/1007/2025,2025-07-20 18:27:20,Baghdadi,Lyari,24.85617,66.989562,robbery,HIGH,blunt_object,yes,karachi_police_fir,18,Sunday
NOR/1008/2025,2025-07-21 01:58:31,North Nazimabad,North Nazimabad,24.948747,67.056609,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Monday
TEE/1009/2025,2025-07-21 14:03:25,Teen Talwar,Teen Talwar,24.806209,67.026544,motorcycle_theft,HIGH,none,yes,karachi_police_fir,14,Monday
SOH/1019/2025,2025-07-21 20:23:53,Sohrab Goth,Sohrab Goth,24.959698,67.060727,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,20,Monday
MOM/1029/2025,2025-07-22 20:24:09,Mominabad,Orangi Town,24.945921,66.993641,motorcycle_theft,CRITICAL,none,yes,karachi_police_fir,20,Tuesday
TEE/1016/2025,2025-07-23 16:16:37,Teen Talwar,Teen Talwar,24.806954,67.03218,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,16,Wednesday
ORA/1046/2025,2025-07-25 02:00:47,Orangi 5,Orangi Town,24.947223,67.007174,motorcycle_theft,HIGH,none,yes,karachi_police_fir,2,Friday
GUL/1041/2025,2025-07-26 02:06:00,Gulshan Iqbal,Gulshan-e-Iqbal,24.928322,67.109867,robbery,HIGH,firearm,yes,karachi_police_fir,2,Saturday
PAK/1032/2025,2025-07-28 12:35:44,Pak Colony,Pak Colony,24.912588,66.996234,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,12,Monday
NOR/1021/2025,2025-07-30 06:14:39,North Nazimabad,North Nazimabad,24.948261,67.057386,motorcycle_theft,HIGH,none,yes,karachi_police_fir,6,Wednesday
LAN/1009/2025,2025-07-30 07:38:15,Landhi,Landhi,24.853856,67.16172,motorcycle_theft,HIGH,none,yes,karachi_police_fir,7,Wednesday
LIA/1004/2025,2025-07-31 01:18:56,Liaquatabad,Liaquatabad,24.90344,67.042121,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,1,Thursday
SUR/1008/2025,2025-08-06 11:14:35,Surjani,Surjani Town,24.999246,67.036644,mobile_snatching,HIGH,knife,yes,karachi_police_fir,11,Wednesday
GUL/1002/2025,2025-08-07 18:56:22,Gulshan Iqbal,Gulshan-e-Iqbal,24.938596,67.108602,mobile_snatching,HIGH,none,yes,karachi_police_fir,18,Thursday
GAR/1004/2025,2025-08-08 05:00:42,Garden,Saddar,24.864957,67.01739,motorcycle_theft,HIGH,none,yes,karachi_police_fir,5,Friday
CLI/1007/2025,2025-08-12 11:48:04,Clifton,Clifton,24.819039,67.022418,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,11,Tuesday
NOR/1019/2025,2025-08-12 23:25:50,North Nazimabad,North Nazimabad,24.943585,67.054622,motorcycle_theft,HIGH,none,yes,karachi_police_fir,23,Tuesday
ORA/1017/2025,2025-08-13 17:46:38,Orangi 5,Orangi Town,24.947147,67.004092,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,17,Wednesday
GUL/1006/2025,2025-08-16 23:40:01,Gulberg,Gulberg,24.913119,67.080186,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,23,Saturday
KOR/1009/2025,2025-08-17 20:24:53,Korangi Creek,DHA Phase 8,24.805647,67.103022,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,20,Sunday
NOR/1025/2025,2025-08-17 23:37:13,North Nazimabad,North Nazimabad,24.943782,67.059022,motorcycle_theft,HIGH,none,yes,karachi_police_fir,23,Sunday
GUL/1030/2025,2025-08-18 21:01:17,Gulshan Iqbal,Gulshan-e-Iqbal,24.936579,67.096341,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,21,Monday
ORA/1021/2025,2025-08-20 18:24:55,Orangi 5,Orangi Town,24.947678,67.00531,mobile_snatching,HIGH,firearm,yes,karachi_police_fir,18,Wednesday
KAL/1032/2025,2025-08-25 01:39:20,Kalakot,Lyari,24.858913,66.990981,motorcycle_theft,HIGH,none,yes,karachi_police_fir,1,Monday
NEW/1020/2025,2025-08-26 13:37:32,New Karachi,New Karachi,24.979487,67.073967,vehicle_hijacking,HIGH,firearm,yes,karachi_police_fir,13,Tuesday
KHA/1013/2025,2025-08-28 00:37:26,Kharadar,Saddar,24.850358,67.004215,motorcycle_theft,HIGH,knife,yes,karachi_police_fir,0,Thursday
